Camara,id,apellido,nombre,partido,genero,Nacimiento,Comisiones,Posición
senadores,275,Galaz Caletti,Eva Eugenia,MORENA,f,28/07/1946,"Medio Ambiente, Recursos Naturales y Cambio Climático",Integrante
senadores,275,Galaz Caletti,Eva Eugenia,MORENA,f,28/07/1946,Recursos Hidráulicos,Integrante
senadores,275,Galaz Caletti,Eva Eugenia,MORENA,f,28/07/1946,Salud,Integrante
senadores,274,Gómez Urrutia,Napoleón,MORENA,v,2/5/1944,Trabajo y Previsión Social,Presidente/a
senadores,274,Gómez Urrutia,Napoleón,MORENA,v,02/05/1944,Economía,Secretario/a
senadores,274,Gómez Urrutia,Napoleón,MORENA,v,02/05/1944,Energía,Integrante
senadores,274,Gómez Urrutia,Napoleón,MORENA,v,02/05/1944,Minería y Desarrollo Regional,Integrante
senadores,274,Gómez Urrutia,Napoleón,MORENA,v,02/05/1944,Relaciones Exteriores,Integrante
senadores,282,González González,María Merced,MORENA,f,02/05/1944,Minería y Desarrollo Regional,Secretario/a
senadores,282,González González,María Merced,MORENA,f,02/05/1944,Derechos de la Niñez y de la Adolescencia,Integrante
senadores,282,González González,María Merced,MORENA,f,02/05/1944,Estudios Legislativos Segunda,Integrante
senadores,282,González González,María Merced,MORENA,f,02/05/1944,Gobernación,Integrante
senadores,282,González González,María Merced,MORENA,f,02/05/1944,"Medio Ambiente, Recursos Naturales y Cambio Climático",Integrante
senadores,284,Guadiana Tijerina,Santana Armando,MORENA,v,02/03/1946,Energía,Presidente/a
senadores,284,Guadiana Tijerina,Santana Armando,MORENA,v,02/03/1946,Comunicaciones y Transportes,Integrante
senadores,284,Guadiana Tijerina,Santana Armando,MORENA,v,02/03/1946,Economía,Integrante
senadores,284,Guadiana Tijerina,Santana Armando,MORENA,v,02/03/1946,Minería y Desarrollo Regional,Integrante
senadores,284,Guadiana Tijerina,Santana Armando,MORENA,v,02/03/1946,Recursos Hidráulicos,Integrante
senadores,285,Guerrero Sánchez,Martha,MORENA,f,10/05/1968,Estudios Legislativos Primera,Secretario/a
senadores,285,Guerrero Sánchez,Martha,MORENA,f,10/05/1968,"Anticorrupción, Transparencia y Participación Ciudadana",Integrante
senadores,285,Guerrero Sánchez,Martha,MORENA,f,10/05/1968,Derechos Humanos,Integrante
senadores,285,Guerrero Sánchez,Martha,MORENA,f,10/05/1968,Desarrollo y Bienestar Social,Integrante
senadores,285,Guerrero Sánchez,Martha,MORENA,f,10/05/1968,Medalla Belisario Domínguez,Integrante
senadores,285,Guerrero Sánchez,Martha,MORENA,f,10/05/1968,Zonas Metropolitanas y Movilidad,Integrante
senadores,286,Gutiérrez Castorena,Daniel,MORENA,v,20/12/1954,"Radio, Televisión y Cinematografía",Secretario/a
senadores,286,Gutiérrez Castorena,Daniel,MORENA,v,20/12/1954,"Anticorrupción, Transparencia y Participación Ciudadana",Integrante
senadores,286,Gutiérrez Castorena,Daniel,MORENA,v,20/12/1954,Educación,Integrante
senadores,286,Gutiérrez Castorena,Daniel,MORENA,v,20/12/1954,Relaciones Exteriores Asia - Pacífico - África,Integrante
senadores,286,Gutiérrez Castorena,Daniel,MORENA,v,20/12/1954,Trabajo y Previsión Social,Integrante
senadores,287,Harp Iturribarría,Susana,MORENA,f,20/12/1954,Cultura,Presidente/a
senadores,287,Harp Iturribarría,Susana,MORENA,f,20/12/1954,Asuntos Fronterizos y Migratorios,Integrante
senadores,287,Harp Iturribarría,Susana,MORENA,f,20/12/1954,Asuntos Indígenas,Integrante
senadores,287,Harp Iturribarría,Susana,MORENA,f,20/12/1954,Medalla Belisario Domínguez,Integrante
senadores,287,Harp Iturribarría,Susana,MORENA,f,20/12/1954,"Medio Ambiente, Recursos Naturales y Cambio Climático",Integrante
senadores,287,Harp Iturribarría,Susana,MORENA,f,20/12/1954,Relaciones Exteriores Asia - Pacífico - África,Integrante
senadores,288,Hernández Mora,Minerva Citlalli,MORENA,f,29/04/1990,"Anticorrupción, Transparencia y Participación Ciudadana",Secretario/a
senadores,288,Hernández Mora,Minerva Citlalli,MORENA,f,29/04/1990,Derechos Humanos,Integrante
senadores,288,Hernández Mora,Minerva Citlalli,MORENA,f,29/04/1990,Juventud y Deporte,Integrante
senadores,288,Hernández Mora,Minerva Citlalli,MORENA,f,29/04/1990,Relaciones Exteriores América Latina y el Caribe,Integrante
senadores,288,Hernández Mora,Minerva Citlalli,MORENA,f,29/04/1990,Trabajo y Previsión Social,Integrante
senadores,288,Hernández Mora,Minerva Citlalli,MORENA,f,29/04/1990,Zonas Metropolitanas y Movilidad,Integrante
senadores,235,Jiménez Yáñez,Juan José,MORENA,v,01/12/1976,Medalla Belisario Domínguez,Secretario/a
senadores,235,Jiménez Yáñez,Juan José,MORENA,v,01/12/1976,Administración,Integrante
senadores,235,Jiménez Yáñez,Juan José,MORENA,v,01/12/1976,Ciencia y Tecnología,Integrante
senadores,235,Jiménez Yáñez,Juan José,MORENA,v,01/12/1976,Economía,Integrante
senadores,235,Jiménez Yáñez,Juan José,MORENA,v,01/12/1976,Gobernación,Integrante
senadores,235,Jiménez Yáñez,Juan José,MORENA,v,01/12/1976,Recursos Hidráulicos,Integrante
senadores,184,Luévano Cantú,María Soledad,MORENA,f,26/03/1959,Administración,Presidente/a
senadores,184,Luévano Cantú,María Soledad,MORENA,f,26/03/1959,"Anticorrupción, Transparencia y Participación Ciudadana",Integrante
senadores,184,Luévano Cantú,María Soledad,MORENA,f,26/03/1959,Estudios Legislativos Primera,Integrante
senadores,184,Luévano Cantú,María Soledad,MORENA,f,26/03/1959,Puntos Constitucionales,Integrante
senadores,184,Luévano Cantú,María Soledad,MORENA,f,26/03/1959,Relaciones Exteriores Europa,Integrante
senadores,184,Luévano Cantú,María Soledad,MORENA,f,26/03/1959,Turismo,Integrante
senadores,2078,Martínez Cázares,Germán,MORENA,v,20/06/1967,Minería y Desarrollo Regional,Secretario/a
senadores,2078,Martínez Cázares,Germán,MORENA,v,20/06/1967,Justicia,Integrante
senadores,2078,Martínez Cázares,Germán,MORENA,v,20/06/1967,Seguridad Social,Integrante
senadores,2078,Martínez Cázares,Germán,MORENA,v,20/06/1967,Trabajo y Previsión Social,Integrante
senadores,192,Martínez Hernández,Ifigenia Martha,MORENA,f,16/06/1925,Reglamentos y Prácticas Parlamentarias,Secretario/a
senadores,192,Martínez Hernández,Ifigenia Martha,MORENA,f,16/06/1925,Economía,Integrante
senadores,192,Martínez Hernández,Ifigenia Martha,MORENA,f,16/06/1925,Federalismo y Desarrollo Municipal,Integrante
senadores,192,Martínez Hernández,Ifigenia Martha,MORENA,f,16/06/1925,Hacienda y Crédito Público,Integrante
senadores,192,Martínez Hernández,Ifigenia Martha,MORENA,f,16/06/1925,Relaciones Exteriores,Integrante
senadores,190,Martínez Miranda,Higinio,MORENA,v,18/06/1956,Comunicaciones y Transportes,Presidente/a
senadores,190,Martínez Miranda,Higinio,MORENA,v,18/06/1956,Cultura,Integrante
senadores,190,Martínez Miranda,Higinio,MORENA,v,18/06/1956,Marina,Integrante
senadores,190,Martínez Miranda,Higinio,MORENA,v,18/06/1956,Puntos Constitucionales,Integrante
senadores,194,Menchaca Salazar,Julio Ramón,MORENA,v,27/12/1959,Justicia,Presidente/a
senadores,187,Méndez Ortiz,Casimiro,MORENA,v,07/11/1977,Asuntos Indígenas,Secretario/a
senadores,187,Méndez Ortiz,Casimiro,MORENA,v,07/11/1977,Cultura,Integrante
senadores,187,Méndez Ortiz,Casimiro,MORENA,v,07/11/1977,Desarrollo y Bienestar Social,Integrante
senadores,187,Méndez Ortiz,Casimiro,MORENA,v,07/11/1977,Economía,Integrante
senadores,187,Méndez Ortiz,Casimiro,MORENA,v,07/11/1977,Educación,Integrante
senadores,168,Meza Guzmán,Lucía Virginia,MORENA,f,13/12/1975,Juventud y Deporte,Presidente/a
senadores,168,Meza Guzmán,Lucía Virginia,MORENA,f,13/12/1975,Administración,Integrante
senadores,168,Meza Guzmán,Lucía Virginia,MORENA,f,13/12/1975,Defensa Nacional,Integrante
senadores,168,Meza Guzmán,Lucía Virginia,MORENA,f,13/12/1975,Hacienda y Crédito Público,Integrante
senadores,168,Meza Guzmán,Lucía Virginia,MORENA,f,13/12/1975,Justicia,Integrante
senadores,168,Meza Guzmán,Lucía Virginia,MORENA,f,13/12/1975,Seguridad Pública,Integrante
senadores,176,Micher Camarena,Martha Lucía,MORENA,f,11/02/1954,Para la Igualdad de Género,Presidente/a
senadores,176,Micher Camarena,Martha Lucía,MORENA,f,11/02/1954,Derechos Humanos,Integrante
senadores,176,Micher Camarena,Martha Lucía,MORENA,f,11/02/1954,"Desarrollo Urbano, Ordenamiento Territorial y Vivienda",Integrante
senadores,176,Micher Camarena,Martha Lucía,MORENA,f,11/02/1954,Relaciones Exteriores,Integrante
senadores,176,Micher Camarena,Martha Lucía,MORENA,f,11/02/1954,Salud,Integrante
senadores,160,Molina Ramírez,Joel,MORENA,v,11/02/1954,Seguridad Social,Secretario/a
senadores,160,Molina Ramírez,Joel,MORENA,v,11/02/1954,Comunicaciones y Transportes,Integrante
senadores,160,Molina Ramírez,Joel,MORENA,v,11/02/1954,Desarrollo y Bienestar Social,Integrante
senadores,160,Molina Ramírez,Joel,MORENA,v,11/02/1954,Estudios Legislativos Segunda,Integrante
senadores,160,Molina Ramírez,Joel,MORENA,v,11/02/1954,Puntos Constitucionales,Integrante
senadores,160,Molina Ramírez,Joel,MORENA,v,11/02/1954,Seguridad Pública,Integrante
senadores,166,Narro Céspedes,José,MORENA,v,17/01/1959,"Agricultura, Ganadería, Pesca y Desarrollo Rural",Presidente/a
senadores,166,Narro Céspedes,José,MORENA,v,17/01/1959,Gobernación,Integrante
senadores,166,Narro Céspedes,José,MORENA,v,17/01/1959,Hacienda y Crédito Público,Integrante
senadores,166,Narro Céspedes,José,MORENA,v,17/01/1959,Puntos Constitucionales,Integrante
senadores,166,Narro Céspedes,José,MORENA,v,17/01/1959,Relaciones Exteriores América del Norte,Integrante
senadores,167,Navarro Quintero,Miguel Ángel,MORENA,v,11/01/1951,Salud,Presidente/a
senadores,167,Navarro Quintero,Miguel Ángel,MORENA,v,11/01/1951,Administración,Integrante
senadores,167,Navarro Quintero,Miguel Ángel,MORENA,v,11/01/1951,Derechos Humanos,Integrante
senadores,167,Navarro Quintero,Miguel Ángel,MORENA,v,11/01/1951,Reforma Agraria,Integrante
senadores,167,Navarro Quintero,Miguel Ángel,MORENA,v,11/01/1951,Turismo,Integrante
senadores,169,Novelo Osuna,Gerardo,MORENA,v,11/01/1951,Asuntos Fronterizos y Migratorios,Secretario/a
senadores,169,Novelo Osuna,Gerardo,MORENA,v,11/01/1951,"Agricultura, Ganadería, Pesca y Desarrollo Rural",Integrante
senadores,169,Novelo Osuna,Gerardo,MORENA,v,11/01/1951,Desarrollo y Bienestar Social,Integrante
senadores,169,Novelo Osuna,Gerardo,MORENA,v,11/01/1951,Economía,Integrante
senadores,169,Novelo Osuna,Gerardo,MORENA,v,11/01/1951,Turismo,Integrante
senadores,173,Ostoa Ortega,Aníbal,MORENA,v,10/05/1949,Relaciones Exteriores Asia - Pacífico - África,Secretario/a
senadores,173,Ostoa Ortega,Aníbal,MORENA,v,10/05/1949,Desarrollo y Bienestar Social,Integrante
senadores,173,Ostoa Ortega,Aníbal,MORENA,v,10/05/1949,Educación,Integrante
senadores,173,Ostoa Ortega,Aníbal,MORENA,v,10/05/1949,Energía,Integrante
senadores,173,Ostoa Ortega,Aníbal,MORENA,v,10/05/1949,Trabajo y Previsión Social,Integrante
senadores,196,Pech Várguez,José Luis,MORENA,v,25/01/1954,Ciencia y Tecnología,Secretario/a
senadores,196,Pech Várguez,José Luis,MORENA,v,25/01/1954,Relaciones Exteriores Europa,Secretario/a
senadores,196,Pech Várguez,José Luis,MORENA,v,25/01/1954,Hacienda y Crédito Público,Integrante
senadores,196,Pech Várguez,José Luis,MORENA,v,25/01/1954,Relaciones Exteriores Asia - Pacífico - África,Integrante
senadores,196,Pech Várguez,José Luis,MORENA,v,25/01/1954,Turismo,Integrante
senadores,197,Peña Villa,José Alejandro,MORENA,v,25/01/1954,Desarrollo y Bienestar Social,Secretario/a
senadores,197,Peña Villa,José Alejandro,MORENA,v,25/01/1954,"Desarrollo Urbano, Ordenamiento Territorial y Vivienda",Integrante
senadores,197,Peña Villa,José Alejandro,MORENA,v,25/01/1954,Puntos Constitucionales,Integrante
senadores,197,Peña Villa,José Alejandro,MORENA,v,25/01/1954,Seguridad Pública,Integrante
senadores,197,Peña Villa,José Alejandro,MORENA,v,25/01/1954,Zonas Metropolitanas y Movilidad,Integrante
senadores,207,Peralta Suárez,Ovidio Salvador,MORENA,v,10/02/1982,Reforma Agraria,Secretario/a
senadores,207,Peralta Suárez,Ovidio Salvador,MORENA,v,10/02/1982,"Agricultura, Ganadería, Pesca y Desarrollo Rural",Integrante
senadores,207,Peralta Suárez,Ovidio Salvador,MORENA,v,10/02/1982,Desarrollo y Bienestar Social,Integrante
senadores,207,Peralta Suárez,Ovidio Salvador,MORENA,v,10/02/1982,Energía,Integrante
senadores,207,Peralta Suárez,Ovidio Salvador,MORENA,v,10/02/1982,Hacienda y Crédito Público,Integrante
senadores,207,Peralta Suárez,Ovidio Salvador,MORENA,v,10/02/1982,Recursos Hidráulicos,Integrante
senadores,2076,Pérez Astorga,Ernesto,MORENA,v,08/08/1962,Relaciones Exteriores Asia - Pacífico - África,Secretario/a
senadores,2076,Pérez Astorga,Ernesto,MORENA,v,08/08/1962,"Agricultura, Ganadería, Pesca y Desarrollo Rural",Integrante
senadores,2076,Pérez Astorga,Ernesto,MORENA,v,08/08/1962,Economía,Integrante
senadores,2076,Pérez Astorga,Ernesto,MORENA,v,08/08/1962,Hacienda y Crédito Público,Integrante
senadores,2076,Pérez Astorga,Ernesto,MORENA,v,08/08/1962,Justicia,Integrante
senadores,219,Pérez Cuellar,Cruz,MORENA,v,16/01/1969,"Radio, Televisión y Cinematografía",Presidente/a
senadores,219,Pérez Cuellar,Cruz,MORENA,v,16/01/1969,Estudios Legislativos,Secretario/a
senadores,219,Pérez Cuellar,Cruz,MORENA,v,16/01/1969,"Agricultura, Ganadería, Pesca y Desarrollo Rural",Integrante
senadores,219,Pérez Cuellar,Cruz,MORENA,v,16/01/1969,Comunicaciones y Transportes,Integrante
senadores,219,Pérez Cuellar,Cruz,MORENA,v,16/01/1969,Energía,Integrante
senadores,219,Pérez Cuellar,Cruz,MORENA,v,16/01/1969,Justicia,Integrante
senadores,219,Pérez Cuellar,Cruz,MORENA,v,16/01/1969,Turismo,Integrante
senadores,220,Piña Gudiño,Blanca Estela,MORENA,f,28/12/1955,Para la Igualdad de Género,Secretario/a
senadores,220,Piña Gudiño,Blanca Estela,MORENA,f,28/12/1955,Cultura,Integrante
senadores,220,Piña Gudiño,Blanca Estela,MORENA,f,28/12/1955,Educación,Integrante
senadores,220,Piña Gudiño,Blanca Estela,MORENA,f,28/12/1955,Relaciones Exteriores América Latina y el Caribe,Integrante
senadores,220,Piña Gudiño,Blanca Estela,MORENA,f,28/12/1955,Trabajo y Previsión Social,Integrante
senadores,223,Ramírez Aguilar,Oscar Eduardo,MORENA,v,13/10/1977,Puntos Constitucionales,Presidente/a
senadores,223,Ramírez Aguilar,Oscar Eduardo,MORENA,v,13/10/1977,Gobernación,Integrante
senadores,223,Ramírez Aguilar,Oscar Eduardo,MORENA,v,13/10/1977,Jurisdiccional,Integrante
senadores,223,Ramírez Aguilar,Oscar Eduardo,MORENA,v,13/10/1977,Medalla Belisario Domínguez,Integrante
senadores,227,Rivera Rivera,Ana Lilia,MORENA,f,14/02/1975,Estudios Legislativos Segunda,Presidente/a
senadores,227,Rivera Rivera,Ana Lilia,MORENA,f,14/02/1975,"Anticorrupción, Transparencia y Participación Ciudadana",Integrante
senadores,227,Rivera Rivera,Ana Lilia,MORENA,f,14/02/1975,Cultura,Integrante
senadores,227,Rivera Rivera,Ana Lilia,MORENA,f,14/02/1975,Justicia,Integrante
senadores,228,Rocha Moya,Rubén,MORENA,v,15/06/1949,Educación,Presidente/a
senadores,228,Rocha Moya,Rubén,MORENA,v,15/06/1949,Derechos de la Niñez y de la Adolescencia,Integrante
senadores,228,Rocha Moya,Rubén,MORENA,v,15/06/1949,Estudios Legislativos,Integrante
senadores,228,Rocha Moya,Rubén,MORENA,v,15/06/1949,Recursos Hidráulicos,Integrante
senadores,228,Rocha Moya,Rubén,MORENA,v,15/06/1949,Reglamentos y Prácticas Parlamentarias,Integrante
senadores,229,Rodríguez Ramírez,Laura Ma. de Jesús,MORENA,f,15/06/1949,Medalla Belisario Domínguez,Secretario/a
senadores,229,Rodríguez Ramírez,Laura Ma. de Jesús,MORENA,f,15/06/1949,"Agricultura, Ganadería, Pesca y Desarrollo Rural",Integrante
senadores,229,Rodríguez Ramírez,Laura Ma. de Jesús,MORENA,f,15/06/1949,Estudios Legislativos Segunda,Integrante
senadores,229,Rodríguez Ramírez,Laura Ma. de Jesús,MORENA,f,15/06/1949,Gobernación,Integrante
senadores,229,Rodríguez Ramírez,Laura Ma. de Jesús,MORENA,f,15/06/1949,Para la Igualdad de Género,Integrante
senadores,229,Rodríguez Ramírez,Laura Ma. de Jesús,MORENA,f,15/06/1949,Salud,Integrante
senadores,218,Salazar Solorio,Radamés,MORENA,v,08/03/1974,Relaciones Exteriores Europa,Secretario/a
senadores,218,Salazar Solorio,Radamés,MORENA,v,08/03/1974,Defensa Nacional,Integrante
senadores,218,Salazar Solorio,Radamés,MORENA,v,08/03/1974,"Desarrollo Urbano, Ordenamiento Territorial y Vivienda",Integrante
senadores,218,Salazar Solorio,Radamés,MORENA,v,08/03/1974,Minería y Desarrollo Regional,Integrante
senadores,218,Salazar Solorio,Radamés,MORENA,v,08/03/1974,Seguridad Social,Integrante
senadores,216,Salgado García,Nestora,MORENA,f,28/02/1972,Derechos Humanos,Secretario/a
senadores,216,Salgado García,Nestora,MORENA,f,28/02/1972,Asuntos Fronterizos y Migratorios,Integrante
senadores,216,Salgado García,Nestora,MORENA,f,28/02/1972,Asuntos Indígenas,Integrante
senadores,216,Salgado García,Nestora,MORENA,f,28/02/1972,Estudios Legislativos,Integrante
senadores,216,Salgado García,Nestora,MORENA,f,28/02/1972,Relaciones Exteriores América del Norte,Integrante
senadores,216,Salgado García,Nestora,MORENA,f,28/02/1972,Trabajo y Previsión Social,Integrante
senadores,215,Salgado Macedonio,José Félix,MORENA,v,14/01/1957,Defensa Nacional,Presidente/a
senadores,215,Salgado Macedonio,José Félix,MORENA,v,14/01/1957,"Anticorrupción, Transparencia y Participación Ciudadana",Integrante
senadores,215,Salgado Macedonio,José Félix,MORENA,v,14/01/1957,Estudios Legislativos Segunda,Integrante
senadores,215,Salgado Macedonio,José Félix,MORENA,v,14/01/1957,Relaciones Exteriores América Latina y el Caribe,Integrante
senadores,215,Salgado Macedonio,José Félix,MORENA,v,14/01/1957,Seguridad Social,Integrante
senadores,199,Sánchez García,Cecilia Margarita,MORENA,f,23/11/1959,Turismo,Secretario/a
senadores,199,Sánchez García,Cecilia Margarita,MORENA,f,23/11/1959,"Anticorrupción, Transparencia y Participación Ciudadana",Integrante
senadores,199,Sánchez García,Cecilia Margarita,MORENA,f,23/11/1959,Energía,Integrante
senadores,199,Sánchez García,Cecilia Margarita,MORENA,f,23/11/1959,Seguridad Social,Integrante
senadores,200,Sánchez Hernández,Gloria,MORENA,f,12/05/1946,Recursos Hidráulicos,Secretario/a
senadores,200,Sánchez Hernández,Gloria,MORENA,f,12/05/1946,Administración,Integrante
senadores,200,Sánchez Hernández,Gloria,MORENA,f,12/05/1946,Energía,Integrante
senadores,200,Sánchez Hernández,Gloria,MORENA,f,12/05/1946,Marina,Integrante
senadores,200,Sánchez Hernández,Gloria,MORENA,f,12/05/1946,Relaciones Exteriores América Latina y el Caribe,Integrante
senadores,201,Téllez García,María Lilly del Carmen,MORENA,f,14/11/1967,Marina,Secretario/a
senadores,201,Téllez García,María Lilly del Carmen,MORENA,f,14/11/1967,Derechos de la Niñez y de la Adolescencia,Integrante
senadores,201,Téllez García,María Lilly del Carmen,MORENA,f,14/11/1967,Minería y Desarrollo Regional,Integrante
senadores,202,Trasviña Waldenrath,Jesús Lucía,MORENA,f,23/12/1954,Seguridad Pública,Presidente/a
senadores,202,Trasviña Waldenrath,Jesús Lucía,MORENA,f,23/12/1954,Defensa Nacional,Integrante
senadores,202,Trasviña Waldenrath,Jesús Lucía,MORENA,f,23/12/1954,Justicia,Integrante
senadores,202,Trasviña Waldenrath,Jesús Lucía,MORENA,f,23/12/1954,"Medio Ambiente, Recursos Naturales y Cambio Climático",Integrante
senadores,202,Trasviña Waldenrath,Jesús Lucía,MORENA,f,23/12/1954,Trabajo y Previsión Social,Integrante
senadores,203,Valdez Martínez,Lilia Margarita,MORENA,f,23/12/1954,Derechos de la Niñez y de la Adolescencia,Secretario/a
senadores,203,Valdez Martínez,Lilia Margarita,MORENA,f,23/12/1954,Estudios Legislativos Primera,Integrante
senadores,203,Valdez Martínez,Lilia Margarita,MORENA,f,23/12/1954,"Radio, Televisión y Cinematografía",Integrante
senadores,203,Valdez Martínez,Lilia Margarita,MORENA,f,23/12/1954,Salud,Integrante
senadores,203,Valdez Martínez,Lilia Margarita,MORENA,f,23/12/1954,Seguridad Social,Integrante
senadores,204,Valencia de la Mora,Gricelda,MORENA,f,23/12/1954,Seguridad Social,Presidente/a
senadores,204,Valencia de la Mora,Gricelda,MORENA,f,23/12/1954,Ciencia y Tecnología,Integrante
senadores,204,Valencia de la Mora,Gricelda,MORENA,f,23/12/1954,Comunicaciones y Transportes,Integrante
senadores,204,Valencia de la Mora,Gricelda,MORENA,f,23/12/1954,Juventud y Deporte,Integrante
senadores,204,Valencia de la Mora,Gricelda,MORENA,f,23/12/1954,Relaciones Exteriores América del Norte,Integrante
senadores,205,Vasconcelos,Héctor Enrique,MORENA,v,1945,Relaciones Exteriores,Presidente/a
senadores,205,Vasconcelos,Héctor Enrique,MORENA,v,1945,Relaciones Exteriores América del Norte,Integrante
senadores,205,Vasconcelos,Héctor Enrique,MORENA,v,1945,Relaciones Exteriores América Latina y el Caribe,Integrante
senadores,205,Vasconcelos,Héctor Enrique,MORENA,v,1945,Relaciones Exteriores Europa,Integrante
senadores,198,Vázquez Alatorre,Antares Guadalupe,MORENA,f,05/06/1964,Relaciones Exteriores América Latina y el Caribe,Secretario/a
senadores,198,Vázquez Alatorre,Antares Guadalupe,MORENA,f,05/06/1964,Ciencia y Tecnología,Integrante
senadores,198,Vázquez Alatorre,Antares Guadalupe,MORENA,f,05/06/1964,Derechos Humanos,Integrante
senadores,198,Vázquez Alatorre,Antares Guadalupe,MORENA,f,05/06/1964,Educación,Integrante
senadores,198,Vázquez Alatorre,Antares Guadalupe,MORENA,f,05/06/1964,Salud,Integrante
senadores,208,Velázquez Meza,Ricardo,MORENA,v,20/11/2019,"Medio Ambiente, Recursos Naturales y Cambio Climático",Secretario/a
senadores,208,Velázquez Meza,Ricardo,MORENA,v,20/11/2019,"Desarrollo Urbano, Ordenamiento Territorial y Vivienda",Integrante
senadores,208,Velázquez Meza,Ricardo,MORENA,v,20/11/2019,Estudios Legislativos,Integrante
senadores,208,Velázquez Meza,Ricardo,MORENA,v,20/11/2019,Reforma Agraria,Integrante
senadores,208,Velázquez Meza,Ricardo,MORENA,v,20/11/2019,Relaciones Exteriores Europa,Integrante
senadores,208,Velázquez Meza,Ricardo,MORENA,v,20/11/2019,Seguridad Pública,Integrante
senadores,209,Villarreal Anaya,Américo,MORENA,v,23/05/1958,"Radio, Televisión y Cinematografía",Secretario/a
senadores,209,Villarreal Anaya,Américo,MORENA,v,23/05/1958,Relaciones Exteriores América del Norte,Secretario/a
senadores,209,Villarreal Anaya,Américo,MORENA,v,23/05/1958,Energía,Integrante
senadores,209,Villarreal Anaya,Américo,MORENA,v,23/05/1958,Marina,Integrante
senadores,209,Villarreal Anaya,Américo,MORENA,v,23/05/1958,Salud,Integrante
senadores,210,Villegas Canché,Freyda Marybel,MORENA,f,28/09/1975,Recursos Hidráulicos,Secretario/a
senadores,210,Villegas Canché,Freyda Marybel,MORENA,f,28/09/1975,Comunicaciones y Transportes,Integrante
senadores,210,Villegas Canché,Freyda Marybel,MORENA,f,28/09/1975,Hacienda y Crédito Público,Integrante
senadores,210,Villegas Canché,Freyda Marybel,MORENA,f,28/09/1975,"Medio Ambiente, Recursos Naturales y Cambio Climático",Integrante
senadores,210,Villegas Canché,Freyda Marybel,MORENA,f,28/09/1975,Relaciones Exteriores,Integrante
senadores,283,Bermúdez Méndez,José Erandi,PAN,v,15/03/1977,Estudios Legislativos Segunda,Secretario/a
senadores,283,Bermúdez Méndez,José Erandi,PAN,v,15/03/1977,Jurisdiccional,Secretario/a
senadores,283,Bermúdez Méndez,José Erandi,PAN,v,15/03/1977,"Agricultura, Ganadería, Pesca y Desarrollo Rural",Integrante
senadores,283,Bermúdez Méndez,José Erandi,PAN,v,15/03/1977,"Radio, Televisión y Cinematografía",Integrante
senadores,283,Bermúdez Méndez,José Erandi,PAN,v,15/03/1977,Relaciones Exteriores Europa,Integrante
senadores,302,Cruz Blackledge,Gina Andrea,PAN,f,08/07/1969,Relaciones Exteriores América del Norte,Presidente/a
senadores,302,Cruz Blackledge,Gina Andrea,PAN,f,08/07/1969,Asuntos Fronterizos y Migratorios,Integrante
senadores,302,Cruz Blackledge,Gina Andrea,PAN,f,08/07/1969,Derechos Humanos,Integrante
senadores,302,Cruz Blackledge,Gina Andrea,PAN,f,08/07/1969,Estudios Legislativos,Integrante
senadores,302,Cruz Blackledge,Gina Andrea,PAN,f,08/07/1969,Federalismo y Desarrollo Municipal,Integrante
senadores,302,Cruz Blackledge,Gina Andrea,PAN,f,08/07/1969,Relaciones Exteriores,Integrante
senadores,290,Fuentes Solís,Víctor Oswaldo,PAN,v,27/05/1975,"Desarrollo Urbano, Ordenamiento Territorial y Vivienda",Presidente/a
senadores,290,Fuentes Solís,Víctor Oswaldo,PAN,v,27/05/1975,Cultura,Integrante
senadores,290,Fuentes Solís,Víctor Oswaldo,PAN,v,27/05/1975,Marina,Integrante
senadores,290,Fuentes Solís,Víctor Oswaldo,PAN,v,27/05/1975,"Radio, Televisión y Cinematografía",Integrante
senadores,290,Fuentes Solís,Víctor Oswaldo,PAN,v,27/05/1975,Zonas Metropolitanas y Movilidad,Integrante
senadores,276,Gálvez Ruiz,Bertha Xóchitl,PAN,f,22/02/1963,"Anticorrupción, Transparencia y Participación Ciudadana",Secretario/a
senadores,276,Gálvez Ruiz,Bertha Xóchitl,PAN,f,22/02/1963,Asuntos Indígenas,Secretario/a
senadores,276,Gálvez Ruiz,Bertha Xóchitl,PAN,f,22/02/1963,Energía,Integrante
senadores,276,Gálvez Ruiz,Bertha Xóchitl,PAN,f,22/02/1963,"Medio Ambiente, Recursos Naturales y Cambio Climático",Integrante
senadores,276,Gálvez Ruiz,Bertha Xóchitl,PAN,f,22/02/1963,Reforma Agraria,Integrante
senadores,276,Gálvez Ruiz,Bertha Xóchitl,PAN,f,22/02/1963,Zonas Metropolitanas y Movilidad,Integrante
senadores,277,Gama Basarte,Marco Antonio,PAN,v,18/10/1970,Comunicaciones y Transportes,Secretario/a
senadores,277,Gama Basarte,Marco Antonio,PAN,v,18/10/1970,Asuntos Indígenas,Integrante
senadores,277,Gama Basarte,Marco Antonio,PAN,v,18/10/1970,Educación,Integrante
senadores,277,Gama Basarte,Marco Antonio,PAN,v,18/10/1970,Jurisdiccional,Integrante
senadores,277,Gama Basarte,Marco Antonio,PAN,v,18/10/1970,Relaciones Exteriores América Latina y el Caribe,Integrante
senadores,277,Gama Basarte,Marco Antonio,PAN,v,18/10/1970,Salud,Integrante
